iteration,kernel_time_ms,queue_time_ms
0,0.043136,0.156320
1,0.040576,0.152832
2,0.038080,0.153312
3,0.040320,0.152576
4,0.037248,0.162976
5,0.038912,0.152608
6,0.036864,0.153344
7,0.039200,0.153312
8,0.038720,0.157568
9,0.039168,0.153376
10,0.038592,0.152608
11,0.055008,0.153408
12,0.037568,0.153312
13,0.038944,0.153376
14,0.037568,0.153344
15,0.040320,0.167328
16,0.037312,0.153440
17,0.038912,0.152864
18,0.037088,0.153248
19,0.039392,0.153280
20,0.038656,0.152768
21,0.039136,0.153248
22,0.037216,0.160640
23,0.040064,0.152640
24,0.037184,0.153376
25,0.040256,0.152704
26,0.038240,0.167616
27,0.039200,0.153312
28,0.036864,0.153152
29,0.039584,0.153312
30,0.038240,0.152800
31,0.039328,0.153376
32,0.038432,0.152448
33,0.039360,0.204096
34,0.038560,0.152480
35,0.039296,0.153248
36,0.038176,0.152736
37,0.039456,0.153376
38,0.038560,0.152544
39,0.039136,0.153344
40,0.036992,0.163072
41,0.039744,0.152640
42,0.036864,0.153504
43,0.040416,0.152576
44,0.038016,0.157600
45,0.039136,0.153408
46,0.038560,0.152736
47,0.039136,0.153344
48,0.037696,0.153408
49,0.039008,0.153280
50,0.038656,0.152512
51,0.039424,0.160576
52,0.038176,0.152960
53,0.039392,0.153440
54,0.038336,0.152544
55,0.038912,0.152832
56,0.037376,0.153376
57,0.038912,0.152864
58,0.038336,0.168352
59,0.040032,0.152672
60,0.037280,0.153280
61,0.038912,0.152608
62,0.037920,0.157792
63,0.039360,0.153280
64,0.036864,0.152896
65,0.039232,0.153376
66,0.037984,0.150720
67,0.039328,0.153312
68,0.038304,0.152704
69,0.040064,0.159904
70,0.036864,0.153344
71,0.039136,0.153440
72,0.036864,0.153280
73,0.039104,0.158240
74,0.038560,0.152576
75,0.039136,0.153248
76,0.038624,0.152608
77,0.039104,0.153408
78,0.037760,0.153312
79,0.038912,0.153216
80,0.036864,0.160384
81,0.039328,0.153408
82,0.038336,0.152736
83,0.039296,0.153376
84,0.038624,0.164736
85,0.039136,0.153376
86,0.038272,0.152576
