iteration,kernel_time_ms,queue_time_ms
0,0.086016,0.005120
1,0.086816,0.003136
2,0.086208,0.003584
3,0.086976,0.003168
4,0.085472,0.003104
5,0.086752,0.003616
6,0.083968,0.003616
7,0.087872,0.003520
8,0.084608,0.003744
9,0.086176,0.003584
10,0.084672,0.003648
11,0.086368,0.003680
12,0.087840,0.003872
13,0.085856,0.003744
14,0.084640,0.003552
15,0.086336,0.003584
16,0.093792,0.018080
17,0.102496,0.003360
18,0.084384,0.003616
19,0.086304,0.003552
20,0.085344,0.003616
21,0.085824,0.003072
22,0.085728,0.003072
23,0.087200,0.003392
24,0.085376,0.003040
25,0.086144,0.003776
26,0.084864,0.003616
27,0.085984,0.003168
28,0.085984,0.003360
29,0.086432,0.003712
30,0.085312,0.003648
31,0.087584,0.003072
32,0.084480,0.003808
33,0.087872,0.003584
34,0.084416,0.003552
35,0.086016,0.003136
36,0.085312,0.003424
37,0.087008,0.003104
38,0.087104,0.003104
39,0.086880,0.003104
40,0.085696,0.003104
41,0.086752,0.003584
42,0.086144,0.003680
43,0.087104,0.003616
44,0.084448,0.003648
45,0.086208,0.003584
46,0.084480,0.003616
47,0.086016,0.003616
48,0.085056,0.003136
49,0.086016,0.003136
50,0.084448,0.003616
51,0.086016,0.003136
52,0.096256,0.003424
53,0.086016,0.009024
54,0.089760,0.003104
55,0.085760,0.006848
56,0.084608,0.003616
57,0.086272,0.003968
58,0.085024,0.003552
59,0.086016,0.003104
60,0.085216,0.003520
61,0.085632,0.003104
62,0.084224,0.003456
63,0.085440,0.003520
64,0.084960,0.003072
65,0.085952,0.003392
66,0.084928,0.006912
67,0.086272,0.003712
68,0.084992,0.003040
69,0.085792,0.003040
70,0.084096,0.003584
71,0.085856,0.003520
72,0.084832,0.003040
73,0.085952,0.003008
74,0.084128,0.003616
75,0.102304,0.003584
76,0.084160,0.006624
77,0.085856,0.003104
78,0.084288,0.003584
79,0.086080,0.003552
80,0.084512,0.003712
81,0.085824,0.003648
82,0.084992,0.003136
83,0.107936,0.003104
84,0.084768,0.003840
85,0.085632,0.003648
86,0.085056,0.003200
87,0.085760,0.003712
88,0.085056,0.003072
89,0.086016,0.003136
90,0.085184,0.003456
91,0.085952,0.003072
92,0.094432,0.003584
93,0.097824,0.003328
94,0.095840,0.003072
95,0.094656,0.003584
96,0.084544,0.003744
97,0.086624,0.003520
98,0.084768,0.003584
99,0.086336,0.003264
100,0.086144,0.003360
101,0.086016,0.003104
102,0.084256,0.003584
103,0.086144,0.003776
104,0.086016,0.003488
105,0.086112,0.003584
106,0.100096,0.008288
107,0.085088,0.018816
108,0.085824,0.003360
109,0.086688,0.003552
110,0.084640,0.003616
111,0.086080,0.003520
112,0.085920,0.003040
113,0.087360,0.003584
114,0.085024,0.003072
115,0.085952,0.003072
116,0.090304,0.003552
117,0.085984,0.005376
118,0.086400,0.003552
119,0.086880,0.003040
120,0.087552,0.003104
121,0.086688,0.003584
122,0.084224,0.003616
123,0.089344,0.003392
124,0.085504,0.003072
125,0.086304,0.003552
126,0.085856,0.003744
127,0.086112,0.007904
128,0.085600,0.004896
129,0.087296,0.003360
130,0.086016,0.003456
131,0.106080,0.003552
132,0.086400,0.003744
133,0.087744,0.003776
134,0.086976,0.003296
135,0.086496,0.004032
136,0.086272,0.003552
137,0.087360,0.007040
138,0.084384,0.003552
139,0.086400,0.017184
140,0.086016,0.003360
141,0.086336,0.003648
142,0.085440,0.003264
143,0.087008,0.003104
144,0.087200,0.003136
145,0.085728,0.003072
146,0.084064,0.003744
147,0.086112,0.003072
148,0.100320,0.005472
149,0.086976,0.003584
150,0.084416,0.003712
151,0.086176,0.003744
152,0.086144,0.003584
153,0.086496,0.003840
154,0.085856,0.003584
155,0.086976,0.003104
156,0.085728,0.003136
157,0.108704,0.003616
158,0.084288,0.004064
159,0.085824,0.003008
160,0.084288,0.003488
161,0.086016,0.003712
162,0.085344,0.003168
163,0.085600,0.003104
164,0.085312,0.003168
165,0.086080,0.003648
166,0.085984,0.003712
167,0.084992,0.003616
168,0.085184,0.003232
169,0.086016,0.003584
170,0.085088,0.003328
171,0.087456,0.003104
172,0.084320,0.003680
173,0.086272,0.003616
174,0.085440,0.003776
175,0.086880,0.003648
176,0.084416,0.003648
177,0.085952,0.003648
178,0.084800,0.003648
179,0.086016,0.003840
180,0.085536,0.003136
181,0.086016,0.003584
182,0.085664,0.003616
183,0.085472,0.004384
184,0.084576,0.004160
185,0.087392,0.003936
186,0.084416,0.004096
187,0.086048,0.004416
188,0.085152,0.003840
189,0.086208,0.004160
190,0.085408,0.004512
191,0.085760,0.004224
192,0.084352,0.004352
193,0.086848,0.004160
194,0.084416,0.004064
195,0.087264,0.003616
196,0.084448,0.004128
197,0.086016,0.003872
198,0.085696,0.003584
199,0.086272,0.004160
200,0.085344,0.003712
201,0.101856,0.004192
202,0.086624,0.003776
203,0.087488,3.403584
204,0.088064,0.207232
205,0.094784,0.003744
206,0.084832,0.019840
207,0.086240,0.003968
208,0.084544,0.003648
209,0.085888,0.003488
210,0.085984,0.003648
211,0.097632,0.004416
212,0.084672,0.003680
213,0.086112,0.003616
214,0.084288,0.003776
215,0.085664,0.003584
216,0.084960,0.003104
217,0.086112,0.003136
218,0.085216,0.003264
219,0.085824,0.003136
220,0.084288,0.003616
221,0.086016,0.003360
222,0.084320,0.003648
223,0.085920,0.003424
224,0.085792,0.003776
225,0.085696,0.007168
226,0.084160,0.004128
227,0.094208,0.003552
228,0.096064,0.003424
229,0.096928,0.003712
230,0.095808,0.003136
231,0.086752,0.003616
232,0.084192,0.003776
233,0.085760,0.003456
234,0.085472,0.008160
235,0.087840,0.003776
236,0.085088,0.003200
237,0.085952,0.003776
238,0.084800,0.003584
239,0.086016,0.003648
240,0.085760,0.003616
241,0.086656,0.003584
242,0.084704,0.003648
243,0.086016,0.003136
244,0.084352,0.003616
245,0.087424,0.003392
246,0.084768,0.003648
247,0.087424,0.003392
248,0.085632,0.003072
249,0.087616,0.003488
250,0.084384,0.003648
251,0.086816,0.003136
252,0.085888,0.003136
253,0.086016,0.003296
254,0.086272,0.003872
255,0.103936,0.003392
256,0.088064,0.003168
257,0.086016,0.003712
258,0.085376,0.003808
259,0.088960,0.003072
260,0.085248,0.003104
261,0.086944,0.003872
262,0.083968,0.003552
263,0.086112,0.003776
264,0.086016,0.003488
265,0.088480,0.003392
266,0.088416,0.003456
267,0.085792,0.003232
268,0.085920,0.003392
269,0.086752,0.003520
270,0.085664,0.003488
271,0.086656,0.003616
272,0.086464,0.003584
273,0.087648,0.003104
274,0.085344,0.003584
275,0.087872,0.003072
276,0.086592,0.003584
277,0.087904,0.003616
278,0.085952,0.003040
279,0.086080,0.003584
280,0.086272,0.003584
281,0.086752,0.003584
282,0.084064,0.003776
283,0.086400,0.003584
284,0.085344,0.003328
285,0.087520,0.003104
