iteration,kernel_time_ms
641,0.165920
642,0.168256
643,0.165856
644,0.168192
645,0.169152
646,0.171360
647,0.168256
648,0.166560
649,0.166400
650,0.186112
651,0.168288
652,0.167616
653,0.164864
654,0.164160
655,0.164160
656,0.169568
657,0.164000
658,0.165696
659,0.173216
660,0.164128
661,0.164032
662,0.165024
663,0.163808
664,0.165536
665,0.163840
666,0.164768
667,0.163680
668,0.164416
669,0.163936
670,0.165600
671,0.163840
672,0.165536
673,0.163744
674,0.165696
675,0.164768
676,0.164576
677,0.164192
678,0.165216
679,0.167968
680,0.167200
681,0.165152
682,0.166080
683,0.164064
684,0.165440
685,0.164288
686,0.165184
687,0.164800
688,0.164576
689,0.165568
690,0.166048
691,0.165824
692,0.167264
693,0.164288
694,0.168960
695,0.164576
696,0.167424
697,0.164448
698,0.166336
699,0.167232
700,0.168096
701,0.165248
702,0.166848
703,0.165888
704,0.166336
705,0.165312
706,0.165952
707,0.166688
708,0.177952
709,0.164896
710,0.167712
711,0.165952
712,0.167936
713,0.165568
714,0.168224
715,0.165888
716,0.167360
717,0.169696
718,0.169696
719,0.174080
720,0.169408
721,0.166112
722,0.169792
723,0.167712
724,0.168544
725,0.165824
726,0.164704
727,0.163872
728,0.165504
729,0.164320
730,0.165504
731,0.164192
732,0.165568
733,0.163872
734,0.164416
735,0.163840
736,0.164768
737,0.164224
738,0.164864
739,0.163904
740,0.165312
741,0.164064
742,0.164672
743,0.163968
744,0.165120
745,0.164160
746,0.164320
747,0.164160
748,0.165664
749,0.163840
750,0.165600
751,0.164224
752,0.165312
753,0.165312
754,0.165536
755,0.164960
756,0.164384
757,0.163840
758,0.164768
759,0.164416
760,0.164736
761,0.178272
762,0.185216
763,0.168832
764,0.166656
765,0.191360
766,0.165568
767,0.164352
768,0.166336
769,0.165408
770,0.165888
771,0.165536
772,0.165056
773,0.163840
774,0.166176
775,0.165888
776,0.171552
777,0.164160
778,0.167936
779,0.165440
780,0.165280
781,0.163904
782,0.164480
783,0.165536
784,0.165888
785,0.165568
786,0.165664
787,0.165344
788,0.167776
789,0.165568
790,0.165888
791,0.166752
792,0.167072
793,0.171680
794,0.167904
795,0.165792
796,0.166784
797,0.166048
798,0.166016
799,0.165472
800,0.165888
801,0.167648
802,0.165952
803,0.163840
804,0.167360
805,0.167232
806,0.169344
807,0.164192
808,0.167616
809,0.167776
810,0.166944
811,0.167936
812,0.169888
813,0.169984
814,0.168512
815,0.166016
816,0.169984
817,0.168000
818,0.169280
819,0.166112
820,0.164672
821,0.164928
822,0.165440
823,0.164864
824,0.164160
825,0.164256
826,0.164448
827,0.164416
828,0.164320
829,0.164064
830,0.164480
831,0.164160
832,0.164896
833,0.167808
834,0.164256
835,0.164064
836,0.165600
837,0.164160
838,0.175040
839,0.163840
840,0.164480
841,0.164640
842,0.164416
843,0.164384
844,0.165952
845,0.164064
846,0.165728
847,0.164096
848,0.168288
849,0.167072
850,0.165152
851,0.164288
852,0.165472
853,0.164288
854,0.164128
855,0.165696
856,0.165664
857,0.165696
858,0.165824
859,0.165856
860,0.166016
861,0.166624
862,0.165888
863,0.168064
864,0.166272
865,0.165344
866,0.166272
867,0.167616
868,0.166208
869,0.165888
870,0.174464
871,0.165888
872,0.165888
873,0.165472
874,0.167744
875,0.165792
876,0.166208
877,0.167040
878,0.167808
879,0.166368
880,0.164608
881,0.166496
882,0.167552
883,0.166304
884,0.181568
885,0.169440
886,0.169440
887,0.166656
888,0.167776
889,0.168256
890,0.167744
891,0.167840
892,0.165888
893,0.163840
894,0.165696
895,0.164160
896,0.167840
897,0.163840
898,0.165248
899,0.164224
900,0.164320
901,0.163840
902,0.164640
903,0.163840
904,0.165696
905,0.163968
906,0.165248
907,0.172928
908,0.164448
909,0.165024
910,0.164384
911,0.163840
912,0.165472
913,0.163744
914,0.165024
915,0.164096
916,0.164416
917,0.164864
918,0.165536
919,0.163872
920,0.165344
921,0.164288
922,0.165632
923,0.172096
924,0.166112
925,0.173952
926,0.165344
927,0.164160
928,0.184320
929,0.184128
930,0.165888
931,0.165472
932,0.165248
933,0.164704
934,0.165568
935,0.164224
936,0.165504
937,0.163936
938,0.167264
939,0.164064
940,0.165568
941,0.165408
942,0.166560
943,0.164416
944,0.165696
945,0.164320
946,0.166048
947,0.164288
948,0.165120
949,0.164000
950,0.167008
951,0.164544
952,0.167616
953,0.165376
954,0.175968
955,0.191936
956,0.164864
957,0.165888
958,0.165728
959,0.165856
960,0.167584
961,0.167200
962,0.164832
963,0.165632
964,0.167488
965,0.165888
966,0.164832
967,0.164768
968,0.167616
969,0.165408
970,0.167936
971,0.165888
972,0.167808
973,0.167968
974,0.165824
975,0.167232
976,0.167808
977,0.165888
978,0.170016
979,0.167936
980,0.181088
981,0.167872
982,0.166816
983,0.167712
984,0.167936
985,0.167680
986,0.167168
987,0.163840
988,0.165376
989,0.164064
990,0.165472
991,0.163840
992,0.165088
993,0.163840
994,0.165344
995,0.163840
996,0.164512
997,0.163840
998,0.165472
999,0.164864
