iteration,kernel_time_ms
494,0.245520
495,0.235040
496,0.244280
497,0.234600
498,0.245000
499,0.234760
500,0.245480
501,0.234680
502,0.244000
503,0.238520
504,0.245880
505,0.234760
506,0.244680
507,0.234160
508,0.246040
509,0.235760
510,0.244480
511,0.234720
512,0.245160
513,0.234080
514,0.244760
515,0.235320
516,0.244400
517,0.234800
518,0.243240
519,0.233160
520,0.245480
521,0.234080
522,0.246520
523,0.234240
524,0.244200
525,0.233320
526,0.244320
527,0.233520
528,0.245040
529,0.233200
530,0.244200
531,0.232800
532,0.244400
533,0.233160
534,0.243680
535,0.234080
536,0.243600
537,0.235840
538,0.244240
539,0.234320
540,0.248440
541,0.234480
542,0.245160
543,0.233440
544,0.244920
545,0.232880
546,0.243920
547,0.234040
548,0.243840
549,0.232560
550,0.243120
551,0.233800
552,0.243920
553,0.233160
554,0.243640
555,0.233440
556,0.245520
557,0.234200
558,0.244200
559,0.237560
560,0.244680
561,0.234440
562,0.244480
563,0.234800
564,0.244000
565,0.234000
566,0.245280
567,0.246640
568,0.270720
569,0.240600
570,0.250000
571,0.237200
572,0.247120
573,0.235840
574,0.243480
575,0.236320
576,0.246760
577,0.234600
578,0.246600
579,0.233040
580,0.246400
581,0.234160
582,0.245520
583,0.232880
584,0.245120
585,0.234200
586,0.244600
587,0.236320
588,0.244920
589,0.234240
590,0.244720
591,0.235240
592,0.244520
593,0.233680
594,0.244360
595,0.233560
596,0.248360
597,0.234160
598,0.245200
599,0.234280
600,0.244680
601,0.234000
602,0.244800
603,0.234840
604,0.244400
605,0.234880
606,0.244120
607,0.234240
608,0.245840
609,0.233760
610,0.244720
611,0.233080
612,0.246120
613,0.234000
614,0.243440
615,0.237960
616,0.244000
617,0.233840
618,0.245800
619,0.233600
620,0.245240
621,0.234440
622,0.244160
623,0.233200
624,0.245760
625,0.233240
626,0.244960
627,0.234240
628,0.244440
629,0.234840
630,0.243280
631,0.234280
632,0.245640
633,0.233640
634,0.252160
635,0.233360
636,0.244640
637,0.233920
638,0.243480
639,0.234160
640,0.244040
641,0.234760
642,0.243280
643,0.232240
644,0.244200
645,0.232560
646,0.243880
647,0.233360
648,0.243760
649,0.234160
650,0.244480
651,0.232800
652,0.243120
653,0.234080
654,0.244520
655,0.233800
656,0.243560
657,0.234800
658,0.243760
659,0.234000
660,0.246080
661,0.234560
662,0.243000
663,0.234720
664,0.244120
665,0.233560
666,0.244120
667,0.233640
668,0.243560
669,0.234640
670,0.242840
671,0.235920
672,0.243680
673,0.233720
674,0.245080
675,0.236080
676,0.244400
677,0.234840
678,0.244360
679,0.253760
680,0.268120
681,0.239400
682,0.250320
683,0.236600
684,0.248360
685,0.235400
686,0.246840
687,0.237000
688,0.246160
689,0.237920
690,0.245360
691,0.235560
692,0.245320
693,0.234560
694,0.244760
695,0.235280
696,0.244880
697,0.234640
698,0.245400
699,0.234320
700,0.243760
701,0.233800
702,0.243840
703,0.234480
704,0.244480
705,0.235440
706,0.244680
707,0.234040
708,0.248880
709,0.234600
710,0.245240
711,0.234360
712,0.244360
713,0.234240
714,0.243720
715,0.235000
716,0.244720
717,0.234440
718,0.243240
719,0.233640
720,0.243920
721,0.232600
722,0.245360
723,0.234720
724,0.243560
725,0.233000
726,0.243560
727,0.237360
728,0.245280
729,0.233920
730,0.243600
731,0.234640
732,0.244800
733,0.233840
734,0.243440
735,0.234080
736,0.245040
737,0.233880
738,0.244320
739,0.234080
740,0.243720
741,0.234360
742,0.243440
743,0.234560
744,0.243680
745,0.233200
746,0.246840
747,0.234240
748,0.244640
749,0.234920
750,0.245040
751,0.234160
752,0.243480
753,0.234000
754,0.242160
755,0.233720
756,0.245320
757,0.234040
758,0.243760
759,0.234400
760,0.243920
761,0.234120
762,0.243200
763,0.234000
764,0.245000
765,0.237240
766,0.243960
767,0.234080
768,0.244320
769,0.233520
770,0.244400
771,0.234160
772,0.246160
773,0.235360
774,0.239760
775,0.235200
776,0.244040
777,0.233480
778,0.244320
779,0.233080
780,0.260280
781,0.238080
782,0.248240
783,0.239720
784,0.248680
785,0.236440
786,0.246680
787,0.237360
788,0.251200
789,0.234880
790,0.244880
791,0.234320
792,0.243960
793,0.234000
794,0.245240
795,0.234720
796,0.245360
797,0.233520
798,0.242640
799,0.234520
800,0.245760
801,0.235160
802,0.245160
803,0.235120
804,0.244560
805,0.234880
806,0.244840
807,0.233440
808,0.245040
809,0.234400
810,0.245040
811,0.235760
812,0.245640
813,0.233680
814,0.244160
815,0.233840
816,0.244600
817,0.234080
818,0.242400
819,0.233960
820,0.248480
821,0.235040
822,0.244520
823,0.234520
824,0.246320
825,0.233120
826,0.245040
827,0.234000
828,0.242800
829,0.234400
830,0.243640
831,0.233920
832,0.243840
833,0.233720
834,0.243680
835,0.234440
836,0.244920
837,0.233280
838,0.242920
839,0.237880
840,0.244520
841,0.234040
842,0.244600
843,0.233400
844,0.244200
845,0.234280
846,0.243240
847,0.233960
848,0.243640
849,0.232920
850,0.243840
851,0.233080
852,0.243520
853,0.233680
854,0.243240
855,0.233560
856,0.243880
857,0.234040
858,0.246120
859,0.232880
860,0.245480
861,0.234240
862,0.244040
863,0.233920
864,0.243800
865,0.235640
866,0.243800
867,0.234120
868,0.245440
869,0.233600
870,0.243120
871,0.232960
872,0.244000
873,0.234120
874,0.243280
875,0.235280
876,0.245640
877,0.236800
878,0.243720
879,0.241680
880,0.270360
881,0.239440
882,0.248560
883,0.237880
884,0.247520
885,0.235640
886,0.246200
887,0.235040
888,0.246360
889,0.234360
890,0.244560
891,0.232840
892,0.246480
893,0.235720
894,0.245000
895,0.236800
896,0.245280
897,0.234840
898,0.245600
899,0.234440
900,0.245600
901,0.234480
902,0.245200
903,0.234360
904,0.244520
905,0.234920
906,0.244640
907,0.234480
908,0.245920
909,0.234680
910,0.245640
911,0.233720
912,0.245520
913,0.235000
914,0.247800
915,0.234080
916,0.244720
917,0.233600
918,0.243880
919,0.233880
920,0.245840
921,0.234480
922,0.244080
923,0.233760
924,0.243920
925,0.233680
926,0.242720
927,0.233400
928,0.244520
929,0.230440
930,0.243280
931,0.234360
932,0.244080
933,0.233800
934,0.244320
935,0.233480
936,0.245280
937,0.233960
938,0.244080
939,0.234480
940,0.244040
941,0.234120
942,0.249480
943,0.234680
944,0.244200
945,0.234040
946,0.243680
947,0.234400
948,0.244320
949,0.233520
950,0.243960
951,0.237080
952,0.243680
953,0.234960
954,0.246120
955,0.234560
956,0.245520
957,0.233760
958,0.245520
959,0.234320
960,0.243600
961,0.233800
962,0.243560
963,0.233640
964,0.244560
965,0.234280
966,0.242680
967,0.233480
968,0.243400
969,0.233800
970,0.247600
971,0.233080
972,0.244120
973,0.234360
974,0.244000
975,0.234000
976,0.243800
977,0.233920
978,0.243440
979,0.234360
980,0.246120
981,0.234200
982,0.244960
983,0.235440
984,0.269320
985,0.257760
986,0.251480
987,0.237200
988,0.249440
989,0.237440
990,0.248600
991,0.235920
992,0.246760
993,0.235840
994,0.246280
995,0.235360
996,0.247320
997,0.234520
998,0.244840
999,0.233600
