impl,elapsed_ms,time_ia,time_ib
serial,3544.894974
opencl,137.493508,38.903872,30.300384
serial,3553.408998
opencl,139.708203,38.894272,30.291200
serial,3503.965655
opencl,137.962065,39.100992,30.359104
serial,3563.073562
opencl,137.630485,38.928000,30.364736
serial,3555.833366
opencl,143.531609,39.075168,30.474400
serial,3548.765101
opencl,137.489666,38.769152,30.354368
serial,3547.124548
opencl,142.530023,38.966624,30.184672
serial,3290.605129
opencl,140.843737,38.979040,30.179008
serial,3527.923810
opencl,141.202123,39.220512,30.240832
serial,3531.902422
opencl,136.872509,38.751584,30.254592
